"rowid","votereg","inputregstate","region","division","CONSENT","TAX_rate","STATE_DC","STATE_PR","SEXWORK","LOCALNEWS","REDFLAG","STUDEBT","GND","BDS","PRISVOTE","PROSPAY","FEES","SSCAP","OVERTIME","FOURDAY","TELMED","MINWAGE","WEALTAX","NAMEANYDEM","NAMEANYREP","employ","job","work_employees","work_comp","pp_daily_intuse_work","work_customers","work_benefits","work_pay","jobsec","side_job_US_1","side_job_US_2","side_job_US_3","side_job_US_4","side_job_US_5","side_job_US_6","side_job_US_7","side_job_US_8","employ_worktype","employ_worktype_other","NRSCLASS","DOWORK","WORKDIVERSE","WORKSAFE","class_neighbor","parents_ed","PAID","class_open","KARNOSKI","REGENTS","PICS","SHELBY","BURWELL","REDISTRICTING","SCOTUSQ1","SCOTUSQ2","SCOTUSGRID_split","roberts1","thomas1","sotomayor1","ginsberg1","kavanaugh1","kagan1","alito1","breyer1","gorsuch1","roberts2","thomas2","sotomayor2","ginsberg2","kavanaugh2","kagan2","alito2","breyer2","gorsuch2","COURTVIEW","COURTAPPROVE","PRES_APP","pid3","pid3_t","pid7","dtrpsupp","ideo5","turnout16","presvote16post","presvote16post_t","djtrelct","turnout18post","housevote18post","housevote18post_t","fin_emerg","fin_checking","fin_savings","fin_cashing","fin_cc","fin_loan","fin_car","fin_sticks","HOME_OWN","OPIOID","union_combined_1","union_combined_5","union_combined_2","union_combined_6","union_combined_3","union_combined_4","birthyr","age5","educ","educ4","educ2","race","race_t","race4","race2","hispanic","faminc_new","urban","GENDER_4","GENDER4_open","weight"
349,1,6,4,9,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,"Pelosi","Collins",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,"It means to be poor and moving down the social ladder",1,1,1,2,1,1,9,"Roberts",2,4,5,1,1,5,1,5,3,5,5,5,2,2,5,2,5,4,5,2,5,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1950,5,5,3,2,1,NA,1,1,2,9,2,2,NA,0.888
350,1,1,3,6,1,3,6,3,5,3,3,1,6,3,2,2,2,5,4,4,1,1,5,"Nancy pelosi","",1,NA,2,2,2,3,1,1,2,2,2,2,2,2,2,1,2,15,NA,3,"Sales nanager",3,2,1,1,4,"",1,3,1,2,2,2,8,"",2,5,5,1,2,5,1,5,2,5,4,6,1,4,5,1,4,2,4,1,3,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,2,2,1,1,1,2,1,2,1,3,2,2,2,2,1,2,1969,4,3,2,1,2,NA,2,2,2,8,3,2,NA,1.2458
351,1,53,4,9,1,4,4,5,2,5,5,5,5,1,5,5,3,6,1,1,5,5,5,"Patty (the cunt) Murray","Jean Murkowski",1,NA,2,2,4,3,1,1,4,2,2,2,2,2,2,2,1,2,NA,4,"I maintain our Naval fleet.",1,1,2,3,6,"We are the real backbone of the country.",2,2,2,1,2,3,9,"Roberts",2,1,1,5,5,1,5,1,5,1,4,5,1,1,4,1,5,1,4,1,2,1,2,NA,7,4,5,2,7,NA,1,1,2,NA,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1975,3,3,2,1,1,NA,1,1,2,5,3,1,NA,1.2557
352,1,6,4,9,1,6,6,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,"Diane Feinstein","",2,NA,2,2,2,1,2,1,5,2,2,2,2,2,2,1,2,15,NA,3,"Sales Associate",1,1,2,5,3,"Doing tasks that most people look down on, even though its an honest living.",1,1,3,3,1,3,NA,"",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,5,3,NA,3,NA,1,2,3,NA,2,2,NA,NA,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1988,2,1,1,1,3,NA,3,2,1,2,2,2,NA,0.5792
353,1,19,2,4,1,3,1,1,1,2,1,1,3,6,3,1,1,1,1,3,4,1,1,"Nancy Pelosi","Joni Ernst",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,"Low quality if life in the United States. Highly discriminated against and ignored.",1,1,3,1,2,3,9,"Brent Kavanaugh",1,2,3,1,1,5,1,2,4,5,3,4,2,2,4,2,4,3,4,1,3,5,1,NA,1,NA,3,1,1,NA,2,1,1,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1964,4,5,3,2,1,NA,1,1,2,4,1,1,NA,1.1877
354,1,6,4,9,1,4,2,1,1,2,2,1,2,5,2,1,1,1,1,3,1,1,5,"Dianne Feinstein (D) CA","Martha McSally (R) AZ",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,"Semi-skilled & skilled labor",2,1,2,1,1,2,9,"John Roberts",1,2,4,1,1,4,1,2,2,4,3,5,2,2,5,2,3,3,5,1,2,4,3,NA,4,NA,2,2,7,NA,2,1,1,NA,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1953,5,3,2,1,1,NA,1,1,2,97,2,1,NA,0.5339
355,1,29,2,4,1,2,2,2,3,2,2,2,2,2,4,4,2,1,1,2,2,4,1,"Kamala Harris","Susan Collins",1,NA,2,1,4,3,1,1,3,2,2,2,2,2,2,1,2,1,NA,4,"Maintenance work",2,1,1,3,2,"Barely making ends meet",1,1,1,2,1,2,9,"Roberts",1,2,5,1,1,5,1,5,1,4,3,5,2,2,5,2,5,2,5,2,4,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1963,4,4,2,1,1,NA,1,1,2,8,3,1,NA,0.8422
356,1,53,4,9,1,3,3,2,3,5,2,5,5,1,5,4,3,3,2,3,5,5,3,"Maria Cantwell","Lisa Murkowski",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,"Defined by income of less than seventy thousand per year.",2,2,1,1,2,3,9,"Roberts",1,2,1,5,4,1,5,4,2,1,4,5,1,1,5,1,3,NA,5,1,2,1,3,NA,5,2,4,1,2,NA,1,1,2,NA,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1947,5,5,3,2,1,NA,1,1,2,97,2,1,NA,0.7869
357,1,55,2,3,1,2,3,1,2,5,1,1,2,3,2,2,2,4,2,4,2,2,1,"Elizabeth Warren","Carly Fiorina",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,"I associate it with skilled trades and perhaps not necessarily a 4+ year college degreed position",1,1,1,1,1,1,9,"Ginsburg",2,3,4,1,1,5,1,3,2,5,6,4,2,2,5,2,4,6,5,1,3,5,1,NA,2,NA,3,1,1,NA,2,1,1,NA,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1950,5,6,4,2,1,NA,1,1,2,9,2,2,NA,1.0387
358,1,1,3,6,1,5,1,1,5,5,4,5,5,1,5,2,3,3,3,3,4,1,5,"Nancy Pelosi","Kay Ivey",1,NA,2,1,3,1,3,3,4,2,1,2,2,2,2,2,2,8,NA,1,"Malacologist",1,2,2,4,3,"Poor",2,2,3,3,2,3,9,"Roberts",2,2,1,5,4,1,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1960,4,5,3,2,5,NA,4,2,2,5,2,1,NA,0.8466
359,1,37,3,5,1,6,3,3,3,3,2,6,3,3,3,6,3,6,1,5,5,3,1,"Dont know","Dont know",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,"To work everyday and not have a great amount of money",3,3,3,3,2,3,40,"No idea",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,5,3,NA,4,NA,6,2,7,NA,2,2,NA,NA,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1981,2,3,2,1,1,NA,1,1,2,3,1,2,NA,1.5785
360,1,23,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,5,1,1,"No idea","Susan collins",2,NA,2,1,4,1,2,1,4,2,2,2,2,2,2,1,2,24,"Cna",NA,"Follow care plans, personal.care on a resident, transfer patients, assist feed, incontinence patients, long term dementia care, post mordem care, code of ethics, safety and adl",1,1,1,2,3,"Adult members working 40 plus hrs a week",3,3,3,3,3,3,12,"None",1,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,1,2,NA,7,1,4,1,2,NA,1,1,2,NA,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,1982,2,4,2,1,1,NA,1,1,2,3,3,2,NA,1.4382
361,1,48,3,7,1,3,4,6,5,5,4,2,4,3,5,5,5,1,1,4,5,5,2,"Barbara Boxer","Liz Cheney",1,NA,2,1,3,1,1,3,4,2,2,2,2,2,2,1,2,24,"Family Advocate at a non-profit",NA,"I work with the parents of children who come to my center to be forensically interviewed because either Law Enforcement, CPS, or both have brought them there due to allegations of physical abuse or sexual assault. I refer to counseling, do crisis intervention with the parents, complete crime victims compensation applications, and do whatever I need to do in order to assist the family as they go through the process.",1,1,2,3,4,"It means that you have to work for what you have and that you can't afford to go without working. It means that you most likely live paycheck to paycheck and you most likely have a blue collar job.",2,2,1,3,2,3,9,"Roberts",1,2,1,3,5,1,3,2,6,1,4,3,2,1,5,2,6,2,4,2,4,1,2,NA,7,1,4,1,2,NA,1,1,2,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1962,4,6,4,2,1,NA,1,1,2,7,1,2,NA,0.8063
362,1,17,2,3,1,1,6,1,2,6,1,1,1,6,4,5,5,4,6,2,2,6,1,"Tammy Duckworth","Lisa Murkowski",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,"Honest and hard-working",1,3,1,3,3,3,9,"John Roberts",2,6,6,1,1,5,1,6,6,5,6,6,6,6,5,6,6,6,6,2,6,5,3,NA,3,NA,2,1,2,NA,2,1,1,NA,2,1,1,2,2,2,1,3,3,2,2,2,2,2,1,2,1991,1,3,2,1,1,NA,1,1,2,6,3,2,NA,1.1867
363,1,55,2,3,1,2,3,1,3,2,2,2,2,3,4,1,5,4,1,3,6,1,1,"Gwen moore","Don't know",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Not being able to make ends meet. Having to work more than one job! Children going without food, roof over their heads, heat, etc!",1,1,1,3,1,2,9,"Roberts",1,5,5,1,1,5,1,5,3,5,5,5,3,3,5,4,4,3,5,2,5,5,2,NA,7,4,4,1,6,NA,2,1,1,NA,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1956,4,6,4,2,1,NA,1,1,2,5,1,2,NA,0.8162
364,1,36,1,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,5,5,"","",1,NA,2,1,1,4,3,3,3,1,2,2,2,2,2,2,2,16,NA,3,"librarian",NA,1,1,2,2,"",2,1,1,3,2,3,9,"roberts",1,3,1,5,5,1,5,1,3,1,3,5,1,1,4,1,4,2,4,1,1,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,NA,1,1,2,1,2,2,2,2,2,2,2,1,2,1990,1,6,4,2,7,NA,4,2,2,97,3,2,NA,0.2351
365,1,42,1,2,1,4,3,5,5,5,5,5,5,1,5,5,1,2,1,3,5,5,5,"Elizabeth warren","Marsha Blackburn",1,NA,2,2,2,3,3,2,4,1,2,2,2,2,2,2,2,25,NA,NA,"Sell retail",2,1,2,3,3,"The ones that get screwed",2,2,2,2,2,2,8,"Kavanaugh",2,3,1,5,5,1,5,3,5,1,4,5,1,1,5,1,4,2,5,1,1,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1993,1,4,2,1,1,NA,1,1,2,7,2,2,NA,1.068
366,1,12,3,5,1,6,6,6,5,3,1,6,6,6,5,1,3,6,6,5,5,1,1,"Na","Na",1,NA,2,2,4,3,3,5,4,2,2,2,2,2,2,1,2,25,NA,NA,"Don't work",3,1,4,2,1,"Na",3,3,3,3,3,3,0,"Na",2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,3,NA,5,1,3,2,7,NA,1,2,NA,NA,3,3,3,3,3,3,3,3,1,2,2,2,2,2,1,2,1975,3,2,1,1,1,NA,1,1,2,4,2,2,NA,0.8286
367,1,13,3,5,1,2,3,2,2,3,1,1,1,2,4,2,4,1,2,3,2,2,1,"Elizabeth warren","Cant",1,NA,2,2,3,1,3,1,3,2,2,2,2,1,2,2,2,5,NA,2,"Caregiver for disabled client",2,1,2,3,3,"I think that it means have a blue collar middle class job and still having to struggle to make ends meet.",1,1,1,1,1,2,9,"Roberts",2,2,5,2,1,5,2,2,4,5,2,5,2,1,5,2,4,4,4,2,5,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1978,3,5,3,2,1,NA,1,1,2,6,2,2,NA,1.0524
368,1,42,1,2,1,2,1,1,3,2,1,1,4,1,2,1,1,1,2,2,1,3,1,"Alexandria Ocasio-Cortez","Mia Love",1,NA,1,1,1,1,1,3,4,2,2,2,2,2,2,1,2,11,NA,1,"President",1,1,3,2,4,"Pay check to paycheck",1,1,3,1,1,3,9,"John Roberts",1,2,5,1,1,5,1,2,2,4,3,NA,2,2,5,2,3,3,4,2,4,5,1,NA,1,NA,2,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1959,4,5,3,2,1,NA,1,1,2,14,2,1,NA,1.0099
369,1,56,4,8,1,1,2,3,3,5,1,1,1,3,4,4,4,1,1,2,1,2,1,"Nancy Pelosi","?",2,NA,2,1,2,1,3,1,1,1,2,2,2,2,2,2,2,22,NA,3,"Enumerator",1,1,1,3,4,"Poor",1,1,1,1,1,1,6,"?",1,3,2,1,1,5,3,3,3,3,6,6,2,1,5,6,6,6,6,2,5,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,2,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1967,4,5,3,2,1,NA,1,1,2,10,2,2,NA,0.6436
370,1,18,2,3,1,4,4,2,2,5,6,5,5,4,4,2,4,5,2,4,5,5,3,"Nancy Pelosi","Liz Cheney",2,NA,2,1,3,1,3,1,4,1,2,1,2,2,1,2,2,10,NA,3,"Prepare all printed materials, manage incoming finances, facilitate communications, answer phones and correspondence, plan events",1,1,2,3,1,"Working a job that is blue collar, manual labor, or service sector that provides an income below or at lower middle class levels",2,3,3,1,2,2,9,"Roberts",1,2,1,5,5,3,5,1,5,6,3,5,1,1,4,1,5,3,4,1,2,4,3,NA,5,3,4,1,3,NA,3,1,2,NA,1,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1964,4,5,3,2,1,NA,1,1,2,12,1,2,NA,0.9152
371,1,16,4,8,1,6,4,6,2,5,4,6,6,6,5,4,4,1,4,3,5,5,1,"nancy pelosi","",2,NA,2,1,3,3,3,3,1,2,2,2,2,2,2,1,2,10,NA,3,"accounts payable and receivable, create bids, answer phones",2,1,1,3,1,"The group of nonprofessional working people of America",2,3,1,3,1,3,NA,"",2,6,6,6,6,2,6,6,6,6,6,6,6,6,4,6,6,6,6,1,6,2,2,NA,6,2,4,1,2,NA,1,1,2,NA,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1959,4,2,1,1,1,NA,1,1,2,4,2,2,NA,1.2707
372,1,6,4,9,1,6,2,1,5,3,1,2,1,3,3,6,3,4,2,2,5,1,6,"Camala Harris","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Iower middle income A good portion of America fits in this catagory.",1,1,2,3,2,1,8,"",1,3,3,1,1,5,3,3,3,4,4,6,2,2,5,6,6,6,5,1,3,5,1,NA,1,NA,3,1,1,NA,2,1,1,NA,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1950,5,4,2,1,1,NA,1,1,2,2,1,2,NA,0.6026
373,1,34,1,2,1,2,3,1,5,5,1,1,2,6,5,2,1,1,1,2,3,1,1,"kathy hochul","jeannette rankin",1,NA,1,1,2,1,1,3,4,2,2,2,2,2,2,1,2,14,NA,1,"vp financial services",1,1,2,3,3,"in order to live you need to work as you are depended upon your salary to support the family",1,1,1,3,1,3,9,"roberts",2,3,3,3,3,5,3,3,3,3,6,6,6,6,6,6,6,6,6,2,4,5,1,NA,1,NA,3,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1966,4,5,3,2,1,NA,1,1,2,11,2,2,NA,0.8237
374,1,42,1,2,1,1,1,1,2,2,1,1,1,6,2,6,1,1,1,3,1,2,1,"Nancy Pelosi","Susan Byrnes",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Dependent on paid work for basic living expenses, as opposed to investment income/trust funds.",1,1,2,2,1,2,9,"Roberts",2,4,5,1,1,5,1,5,2,5,4,5,2,1,5,1,4,2,5,2,4,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1951,5,5,3,2,1,NA,1,1,2,97,1,2,NA,1.1365
375,1,41,4,9,1,3,5,5,4,5,5,5,5,5,5,5,2,1,2,5,5,5,5,"Polosi","Jackie Winters",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,"Work for Wages, producing goods, services, labor",2,2,1,1,2,2,9,"Roberts",2,2,1,4,4,1,3,3,3,1,3,4,1,1,4,1,2,2,4,1,2,1,3,NA,4,NA,4,1,2,NA,3,1,2,NA,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1946,5,5,3,2,1,NA,1,1,2,7,2,1,NA,0.7869
376,1,26,2,3,1,2,6,6,2,6,1,6,6,1,4,4,6,6,2,5,1,4,6,"Gretchen Whitmer","",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5,"People who are employed for wages, especially in manual or industrial work.",1,1,1,3,3,3,9,"",2,6,1,1,1,5,1,6,1,6,6,2,2,NA,5,2,4,2,5,1,3,5,1,NA,1,NA,1,1,1,NA,2,1,1,NA,NA,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1956,4,2,1,1,1,NA,1,1,2,4,2,2,NA,1.807
377,1,36,1,2,1,6,6,6,6,6,1,6,6,6,1,6,6,6,2,6,6,1,6,"","",2,NA,2,NA,4,1,2,1,5,2,2,2,2,2,2,1,2,24,"H H A",NA,"Take care of my patient",NA,1,4,5,4,"",3,3,3,3,3,3,NA,"",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,NA,3,1,NA,1,NA,6,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,2,2,2,2,2,2,1,2,1974,3,5,3,2,6,NA,4,2,2,97,3,2,NA,0.7323
378,1,54,3,5,1,6,2,6,6,5,1,5,5,1,5,4,3,1,5,3,5,6,2,"Palosi","Capito",1,NA,2,2,4,3,2,1,2,2,2,2,2,2,2,1,2,2,NA,4,"breakdown incoming inventory and send to stocking locations",1,1,3,3,2,"Being paid minimum wage to do manual labor",1,2,1,2,2,2,9,"Roberts",2,3,1,5,5,1,5,3,5,1,6,4,1,1,4,1,6,1,4,2,5,1,4,"I am ashamed to admit that I am a registered Democrat",5,1,3,1,2,NA,1,1,2,NA,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1952,5,5,3,2,1,NA,1,1,2,3,3,2,NA,1.2474
379,1,47,3,6,1,1,2,6,5,5,3,2,4,6,5,4,5,2,3,5,5,3,6,"","",2,NA,2,2,3,3,2,1,3,2,2,2,2,1,1,2,2,10,NA,3,"Payroll, Bookkeeping",1,1,1,3,1,"working 40 hours a week Living pay day to payday",3,3,3,2,3,3,NA,"",1,3,2,3,4,2,4,3,3,3,3,6,5,3,3,6,2,4,6,2,3,2,2,NA,7,1,3,1,2,NA,1,2,NA,NA,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1964,4,3,2,1,1,NA,1,1,2,4,1,2,NA,0.8366
380,1,37,3,5,1,6,6,6,5,6,6,6,6,6,3,6,6,6,6,1,6,2,6,"","",1,NA,1,1,2,1,1,3,4,1,2,2,2,2,2,2,2,10,NA,3,"Run the office and over see dance teachers",2,1,2,4,3,"",3,3,3,3,3,3,NA,"",2,1,1,6,6,1,6,6,6,6,6,6,6,6,5,6,6,6,6,1,6,6,3,NA,5,4,5,1,2,NA,3,1,2,NA,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1986,2,3,2,1,1,NA,1,1,2,97,2,2,NA,1.5785
381,1,36,1,2,1,1,5,5,5,5,5,1,5,5,5,1,1,1,1,5,5,5,1,"Kristian Gillibrand","Elise Steanik",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,"Working class is low paid workers that make min. wage.",2,1,1,1,2,1,9,"Roberts",2,1,1,5,5,1,5,1,5,1,4,4,1,2,4,2,4,2,4,1,1,1,2,NA,6,1,5,1,2,NA,1,1,2,NA,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1960,4,5,3,2,1,NA,1,1,2,2,2,2,NA,0.6591
382,1,6,4,9,1,6,6,6,1,6,1,5,1,6,2,1,1,6,1,4,1,1,6,"Elizabeth warren","",1,NA,2,2,1,1,3,1,3,1,2,2,2,2,2,2,2,6,NA,1,"Caregiver",1,1,2,4,3,"Working paycheck to paycheck",1,1,3,1,1,3,8,"",2,3,3,1,1,5,1,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,NA,2,NA,2,2,7,NA,2,1,1,NA,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1985,2,3,2,1,3,NA,3,2,1,2,1,2,NA,1.1034
383,1,6,4,9,1,5,1,1,1,1,1,1,1,5,1,5,5,5,1,5,1,1,1,"kamala harris","Susan Collins",1,NA,2,1,1,3,1,3,3,2,2,2,2,2,2,1,2,9,NA,2,"design",1,1,2,3,5,"have to work to make a living",1,1,1,2,1,2,9,"roberts",1,4,5,2,1,5,2,5,2,5,4,5,2,2,5,3,5,3,5,2,5,5,3,NA,3,NA,3,1,1,NA,2,1,1,NA,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,1962,4,6,4,2,4,NA,4,2,2,15,2,1,NA,0.6717
384,1,34,1,2,1,3,5,3,3,5,1,5,5,5,5,2,2,2,2,5,4,5,2,"Nancy Pelosi","Susan Collins",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,"Anyone who works for a salary or a hourly wage without stock options.",2,2,1,1,2,1,9,"Roberts",2,4,1,6,6,1,5,1,6,1,2,6,1,1,4,1,4,1,4,2,2,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1951,5,3,2,1,1,NA,1,1,2,12,3,1,NA,0.6833
385,1,39,2,3,1,6,6,2,4,3,6,6,6,3,6,3,6,2,6,6,6,3,6,"Don't know","",2,NA,2,2,4,3,3,NA,4,1,2,2,2,2,2,2,2,1,NA,4,"Clean",2,1,4,6,1,"Not sure",3,3,3,3,3,3,NA,"",1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,5,3,NA,4,NA,3,1,1,NA,2,1,1,NA,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1984,2,2,1,1,1,NA,1,1,2,1,2,1,NA,0.9372
386,1,42,1,2,1,2,2,3,2,3,1,1,4,3,2,4,2,1,2,4,1,4,2,"Hilary Clinton","",1,NA,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,6,NA,1,"Accounting analytics",1,1,2,3,4,"Working full time with livable wage",1,1,1,3,1,1,NA,"",2,3,3,2,3,4,2,3,3,4,4,4,2,2,4,2,4,2,4,1,2,4,5,NA,3,NA,3,1,1,NA,2,1,1,NA,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,1987,2,6,4,2,1,NA,1,1,2,4,2,2,NA,0.9766
387,1,36,1,2,1,5,5,5,5,5,5,5,5,1,5,5,4,5,3,4,5,5,5,"Nancy Pelosi","Martha McSally",1,NA,2,1,3,1,1,3,4,2,2,2,2,2,2,1,2,6,NA,1,"Audiologist",2,1,2,2,1,"",2,2,1,3,2,3,9,"Roberts",1,2,1,5,5,2,5,1,5,2,4,5,1,1,4,1,5,1,4,1,2,1,2,NA,7,1,5,1,2,NA,1,1,2,NA,1,1,1,3,1,3,1,1,2,2,2,2,2,2,1,2,1986,2,6,4,2,1,NA,1,1,2,97,1,2,NA,0.9766
388,1,39,2,3,1,2,3,2,3,4,2,2,2,3,4,4,2,3,2,3,2,3,1,"kamala harris","none",1,NA,2,2,4,1,2,1,3,2,2,2,2,2,2,1,2,15,NA,3,"cashier",2,1,2,NA,2,"working poor",1,1,1,1,1,1,9,"",1,3,3,3,2,3,3,3,3,3,6,4,6,4,6,6,6,6,6,2,3,5,1,NA,1,NA,3,1,1,NA,2,1,1,NA,2,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1957,4,2,1,1,1,NA,1,1,2,6,3,2,NA,1.807
389,1,2,4,9,1,5,3,3,3,3,3,2,3,5,5,3,3,3,3,3,5,5,5,"pelso","lisa murkoski",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,"40 hrs aweek med. wage",3,3,3,3,3,3,7,"na",2,3,3,5,5,1,5,3,5,1,4,4,1,1,3,1,4,1,4,1,4,1,3,NA,5,1,4,1,2,NA,1,1,3,NA,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1959,4,2,1,1,1,NA,1,1,2,2,2,1,NA,1.947
390,1,12,3,5,1,3,5,1,1,5,1,5,3,1,5,5,5,1,1,1,5,5,5,"Polosi","Pam Bondi",1,NA,1,1,1,3,1,3,4,2,2,2,2,2,2,1,2,16,NA,3,"Lead instructor supervise other instructors",1,1,2,3,5,"Works mon-Friday",2,1,1,2,2,2,9,"Roberts",2,1,1,5,5,1,5,1,5,1,4,4,1,1,4,1,4,1,4,1,1,1,2,NA,7,1,3,2,7,NA,1,1,2,NA,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1963,4,5,3,2,1,NA,1,1,2,2,2,1,NA,0.7234
